,Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
276,40,True,2,4,2,62,3,2,2,5,0,12,4,5,2,3,0,0,0,0,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
277,50,False,2,3,4,30,3,4,1,2,0,22,3,32,3,3,2,2,2,2,0,4,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
278,46,True,15,2,4,52,3,5,2,5,0,11,1,25,2,3,4,2,0,3,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
279,35,True,17,4,3,94,3,2,1,3,1,15,4,15,2,3,7,7,1,7,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
280,24,False,17,2,4,97,3,1,2,1,0,13,1,1,3,1,1,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
281,33,False,25,3,2,82,3,2,3,1,0,12,1,10,3,2,10,7,0,1,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
282,36,True,6,4,3,60,1,1,3,1,0,14,3,7,4,3,7,7,1,7,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
283,44,True,29,4,4,32,3,2,4,1,0,25,2,20,3,3,20,11,13,17,0,4,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
284,42,True,2,5,4,79,4,2,1,7,0,16,1,10,3,4,4,3,0,3,0,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
285,32,False,13,3,3,77,2,1,2,1,0,20,3,2,2,3,2,2,2,2,0,4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
286,32,False,2,2,4,38,3,2,3,4,1,14,4,10,2,3,8,7,0,7,0,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
287,36,False,1,3,3,77,1,3,1,2,1,21,3,17,2,3,7,7,7,7,0,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
288,33,True,9,3,1,60,3,1,4,0,0,13,2,15,5,3,14,10,4,10,0,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
289,25,True,10,4,3,57,3,2,4,0,0,14,2,5,4,3,4,3,1,1,0,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
290,42,False,26,5,1,60,3,3,1,3,1,17,3,20,6,3,1,0,0,0,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
291,27,True,14,3,1,42,3,1,1,1,1,14,4,9,3,2,9,7,6,8,0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
292,54,False,1,4,4,53,3,3,3,7,0,17,1,33,2,1,5,4,1,4,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
293,44,False,2,1,1,72,4,1,4,1,0,13,4,10,5,3,10,5,7,7,0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
294,19,False,10,3,1,96,2,1,2,1,1,25,2,1,2,4,1,1,0,0,1,4,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
295,54,True,3,3,4,85,3,4,4,3,0,14,1,36,2,3,10,9,0,9,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
296,31,True,11,2,3,80,3,2,1,1,1,12,4,6,2,2,6,5,0,1,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
297,43,True,3,3,3,96,1,5,4,3,0,14,2,25,2,3,8,7,0,7,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
298,49,True,4,2,1,85,2,5,3,2,0,13,3,23,2,4,1,0,0,0,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
299,36,True,3,3,3,46,3,1,2,1,0,12,3,12,2,2,11,10,0,7,0,3,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
300,48,True,2,2,4,76,4,1,2,5,0,11,3,7,4,2,1,0,0,0,0,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
301,29,True,7,3,3,82,3,2,4,1,1,11,2,6,2,3,6,0,1,0,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
302,48,True,1,3,4,76,2,5,4,6,0,12,3,25,3,4,1,0,0,0,0,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
303,29,False,1,3,4,87,2,4,4,3,0,14,2,9,2,2,7,7,1,7,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
304,44,True,5,3,2,88,3,5,2,7,0,11,3,26,5,3,22,9,3,10,0,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
305,23,True,1,2,4,47,3,1,3,1,0,22,4,1,2,3,1,0,0,1,0,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
306,26,True,4,2,3,53,3,1,4,1,1,20,2,8,2,2,8,5,2,2,0,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
307,45,False,2,3,1,94,1,5,2,2,1,16,1,26,2,3,24,10,1,11,1,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
308,55,True,8,1,4,37,2,4,2,1,1,15,4,34,3,3,33,9,15,0,0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
309,21,False,10,2,1,45,2,1,3,1,0,20,3,2,2,1,2,2,2,2,1,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
310,46,False,4,2,4,33,2,5,2,2,0,14,3,26,2,3,11,4,0,8,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
311,34,False,2,3,3,86,3,2,1,0,1,12,4,4,3,3,3,2,0,2,0,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
312,51,True,9,3,4,83,3,5,2,4,1,24,1,31,5,2,29,10,11,10,0,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
313,59,True,18,4,4,67,3,3,4,6,0,12,4,25,6,2,9,7,5,4,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
314,34,False,19,3,3,46,3,2,2,4,0,13,3,15,2,4,11,8,5,10,0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
315,28,True,1,4,4,44,3,1,3,0,1,11,3,5,2,2,4,2,0,2,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
316,44,True,4,2,3,92,4,5,1,1,0,14,4,26,4,2,25,9,14,13,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
317,34,True,11,3,3,56,2,2,2,4,0,11,4,14,5,4,10,9,1,8,0,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
318,35,True,6,1,3,66,3,1,3,0,1,14,4,4,3,3,3,2,2,2,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
319,42,False,7,4,2,78,4,2,2,6,1,16,4,18,2,3,1,0,0,0,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
320,43,False,4,4,4,56,2,3,4,3,0,14,4,23,3,4,21,7,15,17,0,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
321,36,False,2,4,3,53,3,2,2,9,1,11,4,18,2,3,16,14,5,12,0,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
322,28,True,2,3,4,52,2,1,4,1,1,12,2,2,2,3,2,2,2,2,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
323,51,False,6,2,2,40,2,1,3,0,0,14,2,8,6,2,7,0,7,7,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
324,30,False,9,2,3,72,3,2,3,7,1,18,3,10,3,3,8,4,1,7,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
325,29,False,7,3,2,39,3,1,3,3,1,13,1,10,2,3,7,7,7,7,1,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
326,28,True,1,3,4,84,3,1,1,2,0,11,2,5,2,2,3,2,1,2,0,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
327,25,False,1,3,4,40,3,1,2,1,0,18,4,2,3,2,2,2,2,1,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
328,32,True,8,3,3,56,4,2,4,1,0,15,3,10,4,4,10,7,0,8,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
329,45,False,25,3,2,83,3,5,2,3,0,22,3,22,4,3,0,0,0,0,0,4,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
330,39,False,13,4,3,94,2,4,2,6,1,13,4,21,4,3,19,9,15,2,0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
331,58,True,23,4,1,88,3,1,3,1,0,12,4,2,3,3,2,2,2,2,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
332,32,True,7,2,4,79,3,2,3,1,0,18,1,10,3,3,10,4,1,1,1,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
333,36,False,10,4,4,63,3,3,3,3,0,12,1,10,0,3,7,7,1,7,0,3,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
334,46,False,1,2,4,44,3,1,1,6,0,12,3,10,3,4,7,6,5,7,0,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
335,28,False,1,3,3,55,1,2,4,0,0,11,1,10,6,3,9,8,7,5,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
336,50,False,28,3,4,43,3,4,1,4,1,11,2,25,2,3,3,2,1,2,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
337,40,True,25,4,4,57,2,3,2,2,1,12,3,9,2,3,5,4,1,0,1,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
338,52,True,5,3,2,64,3,3,2,9,1,19,3,10,2,2,8,7,7,7,1,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
339,31,False,2,4,4,57,3,3,3,1,1,19,1,10,5,2,10,8,9,6,0,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
340,41,True,10,2,3,40,1,2,2,1,0,13,1,19,4,3,19,2,11,9,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
341,55,False,2,2,4,58,1,5,3,4,0,14,4,23,5,3,19,9,9,11,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
342,56,True,8,4,4,99,3,5,2,6,0,14,1,36,4,3,7,3,7,7,0,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
343,40,True,16,2,3,74,3,1,3,9,0,16,2,6,0,3,4,2,0,0,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
344,34,True,9,3,4,86,3,3,4,0,0,11,4,10,0,2,9,7,1,6,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
345,41,False,1,3,3,66,3,2,1,0,0,17,4,10,2,3,9,3,1,7,0,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
346,35,True,4,4,3,87,3,2,3,1,1,11,2,9,3,3,9,6,1,1,0,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
347,51,True,5,3,3,84,3,4,2,1,1,11,2,33,2,3,33,9,0,10,0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
348,38,False,2,2,2,31,3,2,1,3,0,15,4,11,3,3,7,7,1,7,0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
349,34,False,15,2,3,66,3,2,1,1,0,12,4,10,6,4,10,8,9,6,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
350,25,True,19,1,4,67,3,1,4,3,0,11,3,7,6,2,3,2,1,2,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
351,58,False,7,4,3,53,2,3,1,7,1,14,4,31,0,2,10,9,5,9,1,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
352,40,True,1,4,2,88,3,1,2,3,0,22,3,7,3,3,4,2,0,3,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
353,36,False,7,3,1,83,4,2,1,2,0,16,4,17,2,2,15,7,6,13,0,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
354,48,True,4,3,4,54,3,3,4,1,0,11,3,11,2,3,10,9,0,8,0,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
355,27,False,11,3,3,98,4,1,4,8,0,14,2,5,4,3,1,0,0,0,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
356,51,False,11,2,4,82,2,4,2,3,0,16,2,29,1,2,5,2,0,3,0,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
357,18,False,1,3,4,97,3,1,4,1,0,15,3,0,5,4,0,0,0,0,0,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
358,35,False,1,3,4,60,2,2,4,0,0,12,2,10,0,3,9,7,0,0,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
359,27,True,2,1,4,43,1,2,4,3,0,20,2,8,3,3,6,2,0,0,0,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
360,55,True,13,4,1,85,4,4,3,6,1,17,3,24,2,2,19,7,3,8,1,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
361,56,True,23,3,4,68,3,4,2,4,1,12,1,33,0,3,19,16,15,9,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
362,34,False,26,1,1,92,2,1,3,1,0,20,3,5,2,3,5,4,0,0,0,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
363,40,False,2,1,2,89,4,2,3,5,0,20,2,15,0,3,12,11,11,8,0,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
364,34,True,29,3,2,86,3,2,3,4,0,13,1,10,1,3,8,7,7,7,0,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
365,31,False,2,3,3,90,2,1,4,7,0,14,3,3,3,4,1,0,0,0,1,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
366,38,True,7,3,4,57,4,1,3,1,0,11,4,4,2,3,4,2,0,3,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
367,34,False,2,4,3,98,3,2,4,1,0,11,4,14,2,4,14,11,4,11,0,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
368,28,True,26,3,3,48,2,2,1,1,0,11,3,5,0,3,5,3,0,4,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
369,39,True,21,4,1,44,2,2,4,3,1,12,4,8,2,4,5,4,1,4,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
370,51,True,2,3,2,52,3,3,2,2,0,11,2,14,5,3,4,2,3,2,0,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
371,41,False,22,3,4,75,3,2,4,3,1,14,1,12,4,2,6,2,3,3,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
372,33,True,5,1,2,61,3,2,4,6,0,13,1,8,2,4,5,4,1,2,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
373,32,True,2,1,3,36,3,2,2,0,1,13,1,4,3,2,3,2,1,2,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
374,39,True,25,2,3,71,3,3,3,3,0,21,2,13,2,3,6,4,0,5,0,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
375,25,True,18,1,1,93,4,2,3,2,0,11,2,6,3,2,3,2,1,2,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
376,52,False,28,2,4,59,4,4,3,2,1,11,2,24,3,2,5,3,0,2,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
377,43,False,6,3,1,73,2,2,3,1,1,14,1,20,3,1,20,7,1,8,0,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
378,27,False,10,3,4,98,2,2,4,1,1,11,4,6,3,3,6,2,4,4,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
379,27,False,17,4,4,51,3,1,3,1,1,13,4,8,2,3,8,2,7,7,1,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
380,26,True,2,1,1,36,2,1,4,0,0,12,4,5,2,3,4,3,1,1,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
381,42,False,10,3,3,31,3,4,1,0,0,14,3,21,5,3,20,7,0,9,0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
382,37,False,11,3,1,94,3,1,3,4,0,18,1,8,6,3,3,2,0,2,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
383,35,True,18,2,3,60,3,3,4,2,0,11,3,10,2,3,2,2,2,2,0,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
384,25,True,1,3,1,81,3,1,4,4,0,11,2,7,2,2,3,2,0,2,0,3,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
385,29,True,17,3,2,51,2,3,1,1,0,13,1,10,3,2,10,9,0,9,0,3,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
386,49,True,28,2,1,97,2,2,1,3,0,20,1,20,2,3,4,3,1,3,1,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
387,54,False,1,3,4,54,3,4,4,6,0,19,4,29,3,2,20,7,12,7,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
388,58,False,1,3,4,76,3,5,1,3,1,21,3,32,3,3,9,8,1,5,0,4,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
389,36,False,3,4,1,99,3,2,2,3,1,16,4,15,3,3,5,4,0,1,0,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
390,31,False,1,4,2,50,1,1,3,1,0,12,2,1,3,3,1,0,0,0,1,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
391,30,False,7,4,4,73,3,2,1,7,0,14,2,8,3,3,3,2,0,2,0,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
392,31,False,8,5,1,93,3,4,2,3,0,11,3,9,3,4,3,2,1,0,0,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
393,34,True,1,4,4,91,3,1,1,5,0,14,3,10,2,3,4,3,1,3,0,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
394,31,False,8,3,1,34,2,1,2,1,0,12,3,1,3,4,1,0,0,0,1,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
395,27,True,11,1,2,91,3,1,1,0,0,14,2,6,3,4,5,0,1,4,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
